year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,45,61,76,87,33903
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Male,z,34,54,70,84,93,27775
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Male,z,35,55,72,85,95,27700
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,Male,z,37,58,74,87,96,28379
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,Male,z,39,60,76,88,96,28611
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,Male,z,42,62,78,90,97,30637
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,Male,z,43,64,80,91,97,32154
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,Male,z,43,65,80,91,98,34809
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,Male,z,44,66,81,92,98,38408
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,Male,17,45,66,81,92,98,41552
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,92,98,45322
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,93,99,46871
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,82,92,98,48945
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,81,92,98,48401
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50196
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50038
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,51418
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,Male,18,44,65.8,81.7,92.1,97.8,53007
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.4,42.3,59.6,75.5,88.7,96.8,51112
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,Male,23.4,47.9,67.4,84.3,94.3,99.2,54220
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,Male,28,52.5,70.4,84.1,93.2,98.6,55155
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,Male,24.1,47.5,63.1,77.8,89.7,97.4,54531
2023,202223,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.1,42.4,60.7,76,88.2,96.1,55310
2024,202324,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.4,42.8,61.1,76.2,87.9,95.9,61866
2025,202425,Academic year,National,E92000001,England,Provisional,Total Maths,Male,18.4,42.7,61.9,78.3,89.9,96.4,64229
1996,199596,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,22,40,60,76,89,39554
1997,199697,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,22,43,62,78,90,38149
1998,199798,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,25,46,65,81,92,36488
1999,199899,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,25,47,66,82,92,34440
2000,199900,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,27,49,68,83,93,30997
2001,200001,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,28,50,69,83,93,30910
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,32,57,77,90,97,28256
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,34,60,79,91,98,27475
2004,200304,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,35,62,81,93,98,27052
2005,200405,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,36,63,82,93,98,26665
2006,200506,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,38,66,83,94,98,28010
2007,200607,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,39,67,85,95,99,28377
2008,200708,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,40,68,86,95,99,29423
2009,200809,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,42,69,86,95,99,29529
2010,200910,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,70,87,96,99,29855
2011,201011,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,44,72,89,96,99,29241
2012,201112,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,43,72,89,97,99,28375
2013,201213,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,88,96,99,27252
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,89,97,99,26477
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,11,42,71,88,96,99,27732
2016,201516,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,42,71,88,96,99,26796
2017,201617,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,12,43,72,88,96,99,26512
2018,201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,11.6,42.5,70.2,87.3,95.7,98.9,25764
2019,201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,12.5,40.9,69,86.4,95.1,98.5,24665
2020,201920,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,23.5,58.2,81.9,94.5,98.4,99.3,22707
2021,202021,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,33.9,66.2,86,95.9,98.7,99.5,22778
2022,202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,25.9,56,77.8,90.4,96.7,99,23037
2023,202223,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,14.2,43.5,70.5,86.4,95,98.5,20923
2024,202324,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,19.2,47.1,72.6,87.8,95.6,98.5,22192
2025,202425,Academic year,National,E92000001,England,Provisional,Total Modern  languages,All students,19.4,47.3,72.6,88,95.8,98.7,21808
1996,199596,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,21,40,59,76,88,27173
1997,199697,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,21,41,61,78,90,26175
1998,199798,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,23,44,63,80,91,25077
1999,199899,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,24,45,65,81,92,23735
2000,199900,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,26,47,67,83,93,21172
2001,200001,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,27,48,67,82,92,20800
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,31,56,76,90,97,18715
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,33,59,78,91,98,17989
2004,200304,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,35,61,81,93,98,17730
2005,200405,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,35,63,82,93,98,17320
2006,200506,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,37,64,83,94,99,18121
2007,200607,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,38,66,84,95,99,18250
2008,200708,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,39,67,85,95,99,18992
2009,200809,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,41,68,85,95,99,18923
2010,200910,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,69,87,96,99,19184
2011,201011,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,43,72,88,96,99,18779
2012,201112,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,44,72,88,96,99,18173
2013,201213,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,88,96,99,17537
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,89,97,100,16863
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17881
2016,201516,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17104
2017,201617,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,12,43,71,88,96,99,16991
2018,201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,11.7,42.5,69.9,86.8,95.6,99,16659
2019,201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,12.8,41.2,68.8,86.3,95.1,98.7,16020
2020,201920,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,23.4,58,81.9,94.7,98.5,99.4,15195
2021,202021,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,33.5,65.8,86.3,96.1,98.9,99.6,15327
2022,202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,25,55,77,90.1,96.7,99,15322
2023,202223,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,14.4,43.1,69.9,86.2,95,98.5,13726
2024,202324,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,18.9,46.5,71.8,87.5,95.6,98.7,14380
2025,202425,Academic year,National,E92000001,England,Provisional,Total Modern  languages,Female,18.9,46.7,72,87.5,95.6,98.6,14003
1996,199596,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,24,43,62,78,89,12381
1997,199697,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,24,45,63,79,90,11974
1998,199798,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,27,49,69,84,93,11411
1999,199899,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,28,50,69,83,93,10705
2000,199900,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,30,52,70,84,93,9825
2001,200001,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,31,54,73,86,94,10110
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,34,58,78,90,97,9541
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,36,62,80,91,98,9486
2004,200304,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,36,63,81,92,98,9322
2005,200405,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,37,64,83,93,98,9345
2006,200506,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,39,68,85,94,98,9889
2007,200607,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,41,69,86,95,99,10127
2008,200708,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,42,70,86,95,99,10431
2009,200809,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,43,71,87,95,99,10606
2010,200910,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,43,71,88,95,99,10671
2011,201011,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,45,73,89,96,99,10462
2012,201112,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,73,89,97,99,10202
2013,201213,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,72,89,96,99,9715
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,73,89,96,99,9614
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,11,43,72,89,96,99,9851
2016,201516,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,42,71,88,96,99,9692
2017,201617,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,12,43,72,89,96,99,9521
2018,201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,11.5,42.4,70.9,88.1,95.7,98.7,9105
2019,201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,11.9,40.3,69.3,86.4,95.2,98.3,8643
2020,201920,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,23.7,58.5,81.7,94.1,98.2,99.1,7512
2021,202021,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,34.9,67,85.5,95.4,98.5,99.4,7449
2022,202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,27.6,57.8,79.5,91.1,96.8,98.9,7713
2023,202223,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,13.9,44.4,71.5,86.9,94.9,98.3,7197
2024,202324,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,19.7,48,74.2,88.5,95.8,98.2,7810
2025,202425,Academic year,National,E92000001,England,Provisional,Total Modern  languages,Male,20.4,48.5,73.8,88.8,96.1,98.7,7802
1996,199596,Academic year,National,E92000001,England,Final,Total Music,All students,z,20,41,64,82,93,5402
1997,199697,Academic year,National,E92000001,England,Final,Total Music,All students,z,20,40,63,82,93,5788
1998,199798,Academic year,National,E92000001,England,Final,Total Music,All students,z,20,40,63,82,93,5996
1999,199899,Academic year,National,E92000001,England,Final,Total Music,All students,z,21,40,65,84,94,6218
2000,199900,Academic year,National,E92000001,England,Final,Total Music,All students,z,22,41,65,83,93,6127
2001,200001,Academic year,National,E92000001,England,Final,Total Music,All students,z,22,41,66,85,94,6241
2002,200102,Academic year,National,E92000001,England,Final,Total Music,All students,z,21,45,70,88,97,6767
2003,200203,Academic year,National,E92000001,England,Final,Total Music,All students,z,21,43,68,87,97,7643
2004,200304,Academic year,National,E92000001,England,Final,Total Music,All students,z,20,42,66,86,96,8230
2005,200405,Academic year,National,E92000001,England,Final,Total Music,All students,z,19,40,65,86,97,8442
2006,200506,Academic year,National,E92000001,England,Final,Total Music,All students,z,18,39,64,86,97,9010
2007,200607,Academic year,National,E92000001,England,Final,Total Music,All students,z,17,39,65,86,97,9098
2008,200708,Academic year,National,E92000001,England,Final,Total Music,All students,z,18,40,65,87,97,9298
2009,200809,Academic year,National,E92000001,England,Final,Total Music,All students,z,18,42,66,87,98,9019
